-----------------------------------------------------------------------------------------------------------------------------------
                                        S I S T E M A S     D E     M E D I A C I O N                                              
Fecha del reporte: 26/12/2016 10:00                                                                                                
-----------------------------------------------------------------------------------------------------------------------------------
 
-----------------------------------------------------------------------------------------------------------------------------------
Reporte generado a partir del 17 de Octubre de 2016  al   26 de Diciembre de 2016 a las 10:01:23 AM.

TOTAL DE EVENTOS: 11487              MONTO TOTAL DE LOS EVENTOS EN PESOS (M.N): 2,868,700.00
-----------------------------------------------------------------------------------------------------------------------------------
 
 
REGION	FOLIO		FECHA Y HORA		MONTO	CONSUMO
R09	000000007114776	2016-12-09 21:28:59	100.00	Donacion 100
R09	000000001773135	2016-12-09 21:30:59	100.00	Donacion 100
R09	000000008105607	2016-12-09 21:32:43	100.00	Donacion 100
R09	000000007782024	2016-12-09 21:33:00	100.00	Donacion 100
R09	000000009075243	2016-12-09 21:37:34	200.00	Donacion 200
R09	000000004704167	2016-12-09 21:38:47	500.00	Donacion 500
R06	000000004829824	2016-12-09 21:39:13	500.00	Donacion 500
R09	000000003213597	2016-12-09 21:39:13	500.00	Donacion 500
R09	000000002396734	2016-12-09 21:40:42	300.00	Donacion 300
R09	000000001225596	2016-12-09 21:48:40	200.00	Donacion 200
R05	000000007153789	2016-12-09 21:53:42	100.00	Donacion 100
R06	000000005507855	2016-12-09 21:56:54	200.00	Donacion 200
R09	000000007514491	2016-12-09 21:58:31	200.00	Donacion 200
R06	000000007032738	2016-12-09 22:00:44	500.00	Donacion 500
R06	000000004055980	2016-12-09 22:00:52	500.00	Donacion 500
R06	000000002171262	2016-12-09 22:01:08	500.00	Donacion 500
R09	000000003880838	2016-12-09 22:17:11	500.00	Donacion 500
R09	000000008299943	2016-12-09 22:17:28	500.00	Donacion 500
R09	000000005715036	2016-12-09 22:19:33	200.00	Donacion 200
R09	000000009790492	2016-12-09 22:19:58	200.00	Donacion 200
R09	000000006461304	2016-12-09 22:21:41	200.00	Donacion 200
R09	000000004730381	2016-12-09 22:23:24	500.00	Donacion 500
R09	000000009864062	2016-12-09 22:27:19	500.00	Donacion 500
R05	000000008805896	2016-12-09 22:35:17	300.00	Donacion 300
R09	000000008880329	2016-12-09 22:35:49	100.00	Donacion 100
R06	000000002776999	2016-12-09 22:38:35	200.00	Donacion 200
R04	000000003145019	2016-12-09 22:38:26	100.00	Donacion 100
R09	000000007379641	2016-12-09 22:40:27	500.00	Donacion 500
R09	000000003492515	2016-12-09 22:41:24	200.00	Donacion 200
R05	000000009241946	2016-12-09 22:41:30	100.00	Donacion 100
R05	000000007908629	2016-12-09 22:41:31	100.00	Donacion 100
R05	000000007958052	2016-12-09 22:41:40	300.00	Donacion 300
R09	000000001024300	2016-12-09 22:41:52	200.00	Donacion 200
R09	000000001781023	2016-12-09 22:41:46	500.00	Donacion 500
R09	000000001065059	2016-12-09 22:42:03	500.00	Donacion 500
R09	000000002655247	2016-12-09 22:42:26	500.00	Donacion 500
R05	000000007405379	2016-12-09 22:42:59	200.00	Donacion 200
R09	000000003116431	2016-12-09 22:44:02	200.00	Donacion 200
R03	000000007159337	2016-12-09 22:44:33	500.00	Donacion 500
R07	000000003577478	2016-12-09 22:44:22	500.00	Donacion 500
R09	000000004007906	2016-12-09 22:44:37	300.00	Donacion 300
R09	000000006758689	2016-12-09 22:44:38	500.00	Donacion 500
R08	000000002991779	2016-12-09 22:44:43	500.00	Donacion 500
R03	000000005553696	2016-12-09 22:44:49	100.00	Donacion 100
R01	000000006908184	2016-12-09 22:44:56	200.00	Donacion 200
R09	000000002145216	2016-12-09 22:45:06	100.00	Donacion 100
R08	000000008113951	2016-12-09 22:45:10	200.00	Donacion 200
R09	000000006457551	2016-12-09 22:46:48	500.00	Donacion 500
R09	000000003251907	2016-12-09 22:46:48	100.00	Donacion 100
R04	000000006768638	2016-12-09 22:46:49	300.00	Donacion 300
R09	000000009369961	2016-12-09 22:46:49	200.00	Donacion 200
R09	000000002967961	2016-12-09 22:46:49	500.00	Donacion 500
R07	000000008758028	2016-12-09 22:46:51	100.00	Donacion 100
R09	000000003866576	2016-12-09 22:46:59	100.00	Donacion 100
R09	000000006509151	2016-12-09 22:47:01	200.00	Donacion 200
R06	000000009508499	2016-12-09 22:46:50	100.00	Donacion 100
R06	000000002735722	2016-12-09 22:46:53	100.00	Donacion 100
R09	000000002286612	2016-12-09 22:47:02	100.00	Donacion 100
R09	000000005517647	2016-12-09 22:47:03	500.00	Donacion 500
