Fecha y Hora,suc_id,suc_nombre,region,plaza,No. De Movimientos,total,efectivo,tajeta1
2016-12-10 15:14,10,F A TUXTLA GTZ 5 DE MAYO,SURESTE,TUXTLA,19,201,0,0
2016-12-10 15:14,1000,F A SAN LUIS P INDUSTRIAS,NORTE,SAN LUIS POTOSI,48,1029,0,0
2016-12-10 15:14,1003,F A VILLAHERMOSA GUACAMAYOS,SURESTE,VILLAHERMOSA,81,965,0,0
2016-12-10 15:14,1004,F A VILLAHERMOSA RAMON MENDOZA,SURESTE,VILLAHERMOSA,87,551,0,0
2016-12-10 15:14,1006,F A AGUASCALIENTES SAN IGNACIO,NORTE,AGUASCALIENTES,19,358,0,0
2016-12-10 15:14,1008,F A PUEBLA NORTE XONACATEPEC,CENTRO SUR,PUEBLA NORTE,74,627,0,0
2016-12-10 15:14,1011,F A XALAPA ORIZABA,CENTRO SUR,XALAPA,37,263,0,0
2016-12-10 15:14,1014,F A SAN LUIS P SANTOS DEGOLLADO,NORTE,SAN LUIS POTOSI,7,471,0,0
2016-12-10 15:14,1016,F A VILLAHERMOSA FUENTE MAYA,SURESTE,VILLAHERMOSA,64,620,0,0
2016-12-10 15:14,1025,F A XALAPA AVILA CAMACHO,CENTRO SUR,XALAPA,24,550,0,0
2016-12-10 15:14,1031,F A PACHUCA INSURGENTES,BAJIO,PACHUCA,29,519,0,0
2016-12-10 15:14,105,F A PUEBLA SUR ANZURES,CENTRO SUR,PUEBLA SUR,18,887,0,0
2016-12-10 15:14,1054,F A COATZACOALCOS FLORES MAGON,SURESTE,VILLAHERMOSA,12,119,0,0
2016-12-10 15:14,1056,F A JALISCO ENCARNACION HIDALGO,NORTE,AGUASCALIENTES,135,901,0,0
2016-12-10 15:14,1058,F A AGUASCALIENTES AGOSTADERO,NORTE,AGUASCALIENTES,14,90,0,0
2016-12-10 15:14,1059,F A AGUASCALIENTES ALLENDE,NORTE,AGUASCALIENTES,8,332,0,0
2016-12-10 15:14,106,F A PUEBLA NORTE BOULEVARD NORTE,CENTRO SUR,PUEBLA NORTE,13,202,0,0
2016-12-10 15:14,1065,F A AGUASCALIENTES CANTERAS,NORTE,AGUASCALIENTES,45,353,0,0
2016-12-10 15:14,1067,F A AGUASCALIENTES CONSTITUCION,NORTE,AGUASCALIENTES,24,858,0,0
2016-12-10 15:14,1068,F A AGUASCALIENTES JUAREZ,NORTE,AGUASCALIENTES,10,60,0,0
2016-12-10 15:14,107,F A PUEBLA SUR ZARAGOZA,CENTRO SUR,PUEBLA SUR,24,347,0,0
2016-12-10 15:14,1071,F A AGUASCALIENTES MARISTA,NORTE,AGUASCALIENTES,71,377,0,0
2016-12-10 15:14,1072,F A AGUASCALIENTES MENDEL,NORTE,AGUASCALIENTES,13,72,0,0
2016-12-10 15:14,1073,F A AGUASCALIENTES MORELOS,NORTE,AGUASCALIENTES,118,522,0,0
2016-12-10 15:14,1075,F A AGUASCALIENTES PARIAN,NORTE,AGUASCALIENTES,15,1153,0,0
2016-12-10 15:14,108,F A PUEBLA SUR CENTRO,CENTRO SUR,PUEBLA SUR,6,1065,0,0
2016-12-10 15:14,1080,F A AGUASCALIENTES SAN NICOLAS,NORTE,AGUASCALIENTES,12,86,0,0
2016-12-10 15:14,1081,F A AGUASCALIENTES VILLASUNCION,NORTE,AGUASCALIENTES,90,1186,0,0
2016-12-10 15:14,1086,F A JALISCO REGINA,NORTE,AGUASCALIENTES,15,411,0,0
2016-12-10 15:14,1087,F A JALISCO TEOCALTICHE,NORTE,AGUASCALIENTES,10,1402,0,0
2016-12-10 15:14,1089,F A ZACATECAS LORETO,NORTE,AGUASCALIENTES,92,504,0,0
2016-12-10 15:14,109,F A PUEBLA NORTE XONACA,CENTRO SUR,PUEBLA NORTE,33,205,0,0
2016-12-10 15:14,1093,F A AGUASCALIENTES PABELLON,NORTE,AGUASCALIENTES,727,3835,0,0
2016-12-10 15:14,1094,F A AGUASCALIENTES RINCON,NORTE,AGUASCALIENTES,449,3531,0,0
2016-12-10 15:14,1095,F A LAGOS DE MORENO LAGOS,BAJIO,LEON,64,1606,0,0
2016-12-10 15:14,1096,F A LAGOS DE MORENO CONSTITUYENTES,BAJIO,LEON,29,3287,0,0
2016-12-10 15:14,11,F A TUXTLA GTZ 9A. NORTE,SURESTE,TUXTLA,57,349,0,0
2016-12-10 15:14,110,F A PUEBLA NORTE CHOLULA CENTRO,CENTRO SUR,PUEBLA NORTE,73,395,0,0
2016-12-10 15:14,1101,F A LEON MERCADO,BAJIO,LEON,44,740,0,0
2016-12-10 15:14,1106,F A TAPACHULA HOSPITAL,SURESTE,TAPACHULA,199,479,0,0
2016-12-10 15:14,1111,F A XALAPA COATEPEC JUAREZ,CENTRO SUR,XALAPA,28,388,0,0
2016-12-10 15:14,1112,F A SAN LUIS P MORELOS,NORTE,SAN LUIS POTOSI,3,1250,0,0
2016-12-10 15:14,1117,F A XALAPA COATEPEC MERCADO,CENTRO SUR,XALAPA,100,890,0,0
2016-12-10 15:14,1118,F A TULA DE ALLENDE 5 DE MAYO,BAJIO,PACHUCA,47,406,0,0
2016-12-10 15:14,1119,F A IXTEPEC IXTEPEC F,SURESTE,TUXTLA,16,77,0,0
2016-12-10 15:14,1120,F A TUXTLA GTZ MOCTEZUMA,SURESTE,TUXTLA,14,251,0,0
2016-12-10 15:14,1125,F A TAPACHULA 5 DE FEBRERO,SURESTE,TAPACHULA,169,760,0,0
2016-12-10 15:14,1131,F A OAXACA DEL BOSQUE,CENTRO SUR,OAXACA,26,344,0,0
2016-12-10 15:14,1135,F A IRAPUATO TELEGRAFOS,BAJIO,IRAPUATO,90,1408,0,0
2016-12-10 15:14,1138,F A HUIMANGUILLO HUIMANGUILLO,SURESTE,VILLAHERMOSA,82,844,0,0
2016-12-10 15:14,1141,F A PUEBLA NORTE REFORMA,CENTRO SUR,PUEBLA NORTE,22,215,0,0
2016-12-10 15:14,1142,F A OAXACA DOLORES,CENTRO SUR,OAXACA,3,106,0,0
2016-12-10 15:14,1143,F A VERACRUZ TEHUANTEPEC,CENTRO SUR,VERACRUZ,18,80,0,0
2016-12-10 15:14,1144,F A SAN LUIS P SAN PEDRO,NORTE,SAN LUIS POTOSI,55,311,0,0
2016-12-10 15:14,1145,F A PUEBLA NORTE REVOLUCION,CENTRO SUR,PUEBLA NORTE,23,252,0,0
2016-12-10 15:14,1147,F A VERACRUZ FLORES MAGON,CENTRO SUR,VERACRUZ,15,458,0,0
2016-12-10 15:14,115,F A PUEBLA NORTE LA PAZ,CENTRO SUR,PUEBLA NORTE,2,26,0,0
2016-12-10 15:14,1153,F A GUADALAJARA CAMARENA,BAJIO,GUADALAJARA,6,30,0,0
2016-12-10 15:14,1154,F A GUADALAJARA MERCADO BOLA,BAJIO,GUADALAJARA,2,200,0,0
2016-12-10 15:14,1155,F A PUEBLA SUR SAN ISIDRO,CENTRO SUR,PUEBLA SUR,5,6,0,0
2016-12-10 15:14,1157,F A GUADALAJARA BELISARIO DOMINGUEZ,BAJIO,GUADALAJARA,11,157,0,0
2016-12-10 15:14,1158,F A GUADALAJARA AGUSTIN YAÑEZ,BAJIO,GUADALAJARA,3,502,0,0
2016-12-10 15:14,1159,F A VERACRUZ EJERCITO MEXICANO,CENTRO SUR,VERACRUZ,12,80,0,0
2016-12-10 15:14,1160,F A GUADALAJARA PABLO NERUDA,BAJIO,GUADALAJARA,5,1016,0,0
2016-12-10 15:14,1162,F A IRAPUATO REFORMA,BAJIO,IRAPUATO,73,950,0,0
2016-12-10 15:14,1164,F A GUADALAJARA TEPEYAC,BAJIO,GUADALAJARA,119,2561,0,0
2016-12-10 15:14,1168,F A XALAPA 20 DE NOVIEMBRE,CENTRO SUR,XALAPA,54,423,0,0
2016-12-10 15:14,1170,F A GUADALAJARA SANTA MARGARITA,BAJIO,GUADALAJARA,58,608,0,0
2016-12-10 15:14,1174,F A VILLAHERMOSA SAMARKANDA,SURESTE,VILLAHERMOSA,15,2432,0,0
2016-12-10 15:14,1177,F A GUADALAJARA GLORIETA OBRERO,BAJIO,GUADALAJARA,129,2002,0,0
2016-12-10 15:14,1179,F A MINATITLAN 5 DE FEBRERO,SURESTE,VILLAHERMOSA,15,59,0,0
2016-12-10 15:14,1180,F A LEON HIDALGO,BAJIO,LEON,5,311,0,0
2016-12-10 15:14,1181,F A IRAPUATO SAN PEDRO,BAJIO,IRAPUATO,68,503,0,0
2016-12-10 15:14,1183,F A GUADALAJARA VALLARTA,BAJIO,GUADALAJARA,7,327,0,0
