Fecha y Hora,suc_id,suc_nombre,region,plaza,No. De Movimientos,total,efectivo,tajeta1
2016-12-10 05:14,10,F A TUXTLA GTZ 5 DE MAYO,SURESTE,TUXTLA,12,98,0,0
2016-12-10 05:14,1003,F A VILLAHERMOSA GUACAMAYOS,SURESTE,VILLAHERMOSA,59,303,0,0
2016-12-10 05:14,1004,F A VILLAHERMOSA RAMON MENDOZA,SURESTE,VILLAHERMOSA,75,433,0,0
2016-12-10 05:14,1016,F A VILLAHERMOSA FUENTE MAYA,SURESTE,VILLAHERMOSA,37,277,0,0
2016-12-10 05:14,1054,F A COATZACOALCOS FLORES MAGON,SURESTE,VILLAHERMOSA,10,104,0,0
2016-12-10 05:14,11,F A TUXTLA GTZ 9A. NORTE,SURESTE,TUXTLA,50,263,0,0
2016-12-10 05:14,1106,F A TAPACHULA HOSPITAL,SURESTE,TAPACHULA,188,442,0,0
2016-12-10 05:14,1119,F A IXTEPEC IXTEPEC F,SURESTE,TUXTLA,16,77,0,0
2016-12-10 05:14,1120,F A TUXTLA GTZ MOCTEZUMA,SURESTE,TUXTLA,7,37,0,0
2016-12-10 05:14,1125,F A TAPACHULA 5 DE FEBRERO,SURESTE,TAPACHULA,162,723,0,0
2016-12-10 05:14,1131,F A OAXACA DEL BOSQUE,CENTRO SUR,OAXACA,21,119,0,0
2016-12-10 05:14,1138,F A HUIMANGUILLO HUIMANGUILLO,SURESTE,VILLAHERMOSA,70,622,0,0
2016-12-10 05:14,1142,F A OAXACA DOLORES,CENTRO SUR,OAXACA,2,6,0,0
2016-12-10 05:14,1174,F A VILLAHERMOSA SAMARKANDA,SURESTE,VILLAHERMOSA,10,838,0,0
2016-12-10 05:14,1179,F A MINATITLAN 5 DE FEBRERO,SURESTE,VILLAHERMOSA,13,50,0,0
2016-12-10 05:14,1187,F A TUXTLA GTZ 21 PONIENTE,SURESTE,TUXTLA,40,160,0,0
2016-12-10 05:14,1188,F A SALINA CRUZ SALINA CRUZ F,SURESTE,TUXTLA,1,1,0,0
2016-12-10 05:14,1197,F A COATZACOALCOS EL PALMAR,SURESTE,VILLAHERMOSA,40,190,0,0
2016-12-10 05:14,12,F A TUXTLA GTZ MEXICANA,SURESTE,TUXTLA,16,81,0,0
2016-12-10 05:14,126,F A TAPACHULA 5A PONIENTE,SURESTE,TAPACHULA,269,933,0,0
2016-12-10 05:14,127,F A TAPACHULA SAN JUAN,SURESTE,TAPACHULA,181,500,0,0
2016-12-10 05:14,128,F A TAPACHULA 4A NORTE,SURESTE,TAPACHULA,59,223,0,0
2016-12-10 05:14,130,F A VILLAHERMOSA LA PAZ,SURESTE,VILLAHERMOSA,150,983,0,0
2016-12-10 05:14,1308,F A VILLAHERMOSA JUAN ALDAMA,SURESTE,VILLAHERMOSA,50,498,0,0
2016-12-10 05:14,131,F A VILLAHERMOSA CATEDRAL,SURESTE,VILLAHERMOSA,15,74,0,0
2016-12-10 05:14,138,F A TAPACHULA 13 SUR,SURESTE,TAPACHULA,64,190,0,0
2016-12-10 05:14,139,F A TAPACHULA 10A NORTE,SURESTE,TAPACHULA,287,868,0,0
2016-12-10 05:14,14,F A SAN CRISTOBAL BOULEVARD SC,SURESTE,TUXTLA,186,523,0,0
2016-12-10 05:14,140,F A VILLAHERMOSA UNIVERSIDAD,SURESTE,VILLAHERMOSA,23,117,0,0
2016-12-10 05:14,141,F A VILLAHERMOSA SAN JOAQUIN,SURESTE,VILLAHERMOSA,46,199,0,0
2016-12-10 05:14,142,F A OAXACA CARDENAS,CENTRO SUR,OAXACA,18,52,0,0
2016-12-10 05:14,143,F A OAXACA HIDALGO,CENTRO SUR,OAXACA,8,50,0,0
2016-12-10 05:14,1440,F A OAXACA VASCONCELOS,CENTRO SUR,OAXACA,4,10,0,0
2016-12-10 05:14,146,F A TAPACHULA 6A. NORTE,SURESTE,TAPACHULA,117,636,0,0
2016-12-10 05:14,147,F A TAPACHULA 9A SUR,SURESTE,TAPACHULA,133,395,0,0
2016-12-10 05:14,1472,F A OAXACA DEL MAESTRO,CENTRO SUR,OAXACA,119,454,0,0
2016-12-10 05:14,148,F A TAPACHULA 17 ORIENTE,SURESTE,TAPACHULA,112,351,0,0
2016-12-10 05:14,149,F A VILLAHERMOSA PERIFERICO,SURESTE,VILLAHERMOSA,50,345,0,0
2016-12-10 05:14,1495,F A VILLAHERMOSA DEPORTIVA,SURESTE,VILLAHERMOSA,56,535,0,0
2016-12-10 05:14,1496,F A TUXTLA GLZ POCHUTLA,SURESTE,TUXTLA,20,109,0,0
2016-12-10 05:14,15,F A TUXTLA GTZ GRIJALVA,SURESTE,TUXTLA,67,420,0,0
2016-12-10 05:14,150,F A VILLAHERMOSA ATASTA,SURESTE,VILLAHERMOSA,51,159,0,0
2016-12-10 05:14,1502,F A VILLA HERMOSA JALPA DE MENDEZ,SURESTE,VILLAHERMOSA,21,241,0,0
2016-12-10 05:14,1540,F A TUXTLA PARRILLA,SURESTE,TUXTLA,1,1,0,0
2016-12-10 05:14,157,F A TAPACHULA CENTRAL PONIENTE,SURESTE,TAPACHULA,88,393,0,0
2016-12-10 05:14,158,F A TAPACHULA UNIVERSIDAD,SURESTE,TAPACHULA,40,138,0,0
2016-12-10 05:14,159,F A TAPACHULA LAURELES,SURESTE,TAPACHULA,146,375,0,0
2016-12-10 05:14,16,F A TUXTLA GTZ MATRIZ,SURESTE,TUXTLA,66,226,0,0
2016-12-10 05:14,160,F A TAPACHULA CADELATOS,SURESTE,TAPACHULA,165,778,0,0
2016-12-10 05:14,1610,F A VILLAHERMOSA PALENQUE,SURESTE,VILLAHERMOSA,86,645,0,0
2016-12-10 05:14,1611,F A VILLAHERMOSA MACUSPANA,SURESTE,VILLAHERMOSA,35,200,0,0
2016-12-10 05:14,1689,F A TUXTLA GTZ FRONTERA COMALAPA,SURESTE,TUXTLA,242,1031,0,0
2016-12-10 05:14,17,F A TUXTLA GTZ PENCIL,SURESTE,TUXTLA,10,50,0,0
2016-12-10 05:14,1758,F A TUXTLA GTZ SALINA CRUZ,SURESTE,TUXTLA,104,446,0,0
2016-12-10 05:14,18,F A TUXTLA GTZ 16 SUR,SURESTE,TUXTLA,122,435,0,0
2016-12-10 05:14,1824,F A TUXTLA BELISARIO,SURESTE,TUXTLA,15,35,0,0
2016-12-10 05:14,1825,F A VILLAHERMOSA ANDRES GARCIA,SURESTE,VILLAHERMOSA,31,278,0,0
2016-12-10 05:14,1830,F A VILLAHERMOSA LAS CHOAPAS,SURESTE,VILLAHERMOSA,42,282,0,0
2016-12-10 05:14,184,F A OAXACA MATAMOROS,CENTRO SUR,OAXACA,2,6,0,0
2016-12-10 05:14,185,F A OAXACA ALCALA,CENTRO SUR,OAXACA,1,1,0,0
2016-12-10 05:14,1852,F A TUXTLA INSURGENTES,SURESTE,TUXTLA,76,372,0,0
2016-12-10 05:14,1863,F A VILLAHERMOSA ZARAGOZA II,SURESTE,VILLAHERMOSA,3,3,0,0
2016-12-10 05:14,1875,F A VILLAHERMOSA CASA BLANCA,SURESTE,VILLAHERMOSA,54,302,0,0
2016-12-10 05:14,1876,F A VILLAHERMOSA PALMAS,SURESTE,VILLAHERMOSA,27,168,0,0
2016-12-10 05:14,1882,F A OAXACA TLACOLULA,CENTRO SUR,OAXACA,18,98,0,0
2016-12-10 05:14,1883,F A TUXTLA BOCHIL,SURESTE,TUXTLA,4,30,0,0
2016-12-10 05:14,1884,F A TUXTLA OCOZOCOAUTLA,SURESTE,TUXTLA,154,793,0,0
2016-12-10 05:14,1885,F A TUXTLA CINTALAPA,SURESTE,TUXTLA,75,400,0,0
2016-12-10 05:14,1894,F A VILLAHERMOSA ESTADIO,SURESTE,VILLAHERMOSA,2,6,0,0
2016-12-10 05:14,1895,F A OAXACA UNIVERSIDAD,CENTRO SUR,OAXACA,8,40,0,0
2016-12-10 05:14,19,F A TUXTLA GTZ ZOCALO,SURESTE,TUXTLA,240,743,0,0
2016-12-10 05:14,1938,F A VILLAHERMOSA CHAPULTEPEC,SURESTE,VILLAHERMOSA,19,49,0,0
2016-12-10 05:14,194,F A VILLAHERMOSA REFORMA,SURESTE,VILLAHERMOSA,45,648,0,0
2016-12-10 05:14,1955,F A TUXTLA LA PILETA,SURESTE,TUXTLA,173,864,0,0
2016-12-10 05:14,1958,F A TUXTLA VILLAFLORES CENTRO,SURESTE,TUXTLA,155,521,0,0
2016-12-10 05:14,1988,F A VILLAHERMOSA ALLENDE,SURESTE,VILLAHERMOSA,23,100,0,0
2016-12-10 05:14,1989,F A VILLAHERMOSA RASCON CARRANZA,SURESTE,VILLAHERMOSA,36,210,0,0
