Fecha y Hora,suc_id,suc_nombre,region,plaza,No. De Movimientos,total,efectivo,tajeta1
2016-12-10 17:44,10,F A TUXTLA GTZ 5 DE MAYO,SURESTE,TUXTLA,20,231,0,0
2016-12-10 17:44,1000,F A SAN LUIS P INDUSTRIAS,NORTE,SAN LUIS POTOSI,64,1090,0,0
2016-12-10 17:44,1003,F A VILLAHERMOSA GUACAMAYOS,SURESTE,VILLAHERMOSA,85,1270,0,0
2016-12-10 17:44,1004,F A VILLAHERMOSA RAMON MENDOZA,SURESTE,VILLAHERMOSA,88,553,0,0
2016-12-10 17:44,1006,F A AGUASCALIENTES SAN IGNACIO,NORTE,AGUASCALIENTES,24,363,0,0
2016-12-10 17:44,1008,F A PUEBLA NORTE XONACATEPEC,CENTRO SUR,PUEBLA NORTE,77,644,0,0
2016-12-10 17:44,1011,F A XALAPA ORIZABA,CENTRO SUR,XALAPA,38,275,0,0
2016-12-10 17:44,1014,F A SAN LUIS P SANTOS DEGOLLADO,NORTE,SAN LUIS POTOSI,7,471,0,0
2016-12-10 17:44,1016,F A VILLAHERMOSA FUENTE MAYA,SURESTE,VILLAHERMOSA,66,790,0,0
2016-12-10 17:44,1025,F A XALAPA AVILA CAMACHO,CENTRO SUR,XALAPA,28,807,0,0
2016-12-10 17:44,1031,F A PACHUCA INSURGENTES,BAJIO,PACHUCA,32,538,0,0
2016-12-10 17:44,105,F A PUEBLA SUR ANZURES,CENTRO SUR,PUEBLA SUR,18,887,0,0
2016-12-10 17:44,1054,F A COATZACOALCOS FLORES MAGON,SURESTE,VILLAHERMOSA,12,119,0,0
2016-12-10 17:44,1056,F A JALISCO ENCARNACION HIDALGO,NORTE,AGUASCALIENTES,135,901,0,0
2016-12-10 17:44,1058,F A AGUASCALIENTES AGOSTADERO,NORTE,AGUASCALIENTES,14,90,0,0
2016-12-10 17:44,1059,F A AGUASCALIENTES ALLENDE,NORTE,AGUASCALIENTES,8,332,0,0
2016-12-10 17:44,106,F A PUEBLA NORTE BOULEVARD NORTE,CENTRO SUR,PUEBLA NORTE,22,238,0,0
2016-12-10 17:44,1065,F A AGUASCALIENTES CANTERAS,NORTE,AGUASCALIENTES,50,753,0,0
2016-12-10 17:44,1067,F A AGUASCALIENTES CONSTITUCION,NORTE,AGUASCALIENTES,29,903,0,0
2016-12-10 17:44,1068,F A AGUASCALIENTES JUAREZ,NORTE,AGUASCALIENTES,10,60,0,0
2016-12-10 17:44,107,F A PUEBLA SUR ZARAGOZA,CENTRO SUR,PUEBLA SUR,26,452,0,0
2016-12-10 17:44,1071,F A AGUASCALIENTES MARISTA,NORTE,AGUASCALIENTES,74,411,0,0
2016-12-10 17:44,1072,F A AGUASCALIENTES MENDEL,NORTE,AGUASCALIENTES,16,137,0,0
