Fecha y Hora,suc_id,suc_nombre,region,plaza,No. De Movimientos,total,efectivo,tajeta1
2016-12-10 12:44,10,F A TUXTLA GTZ 5 DE MAYO,SURESTE,TUXTLA,19,201,0,0
2016-12-10 12:44,1000,F A SAN LUIS P INDUSTRIAS,NORTE,SAN LUIS POTOSI,46,1022,0,0
2016-12-10 12:44,1003,F A VILLAHERMOSA GUACAMAYOS,SURESTE,VILLAHERMOSA,72,401,0,0
2016-12-10 12:44,1004,F A VILLAHERMOSA RAMON MENDOZA,SURESTE,VILLAHERMOSA,85,545,0,0
2016-12-10 12:44,1006,F A AGUASCALIENTES SAN IGNACIO,NORTE,AGUASCALIENTES,18,357,0,0
2016-12-10 12:44,1008,F A PUEBLA NORTE XONACATEPEC,CENTRO SUR,PUEBLA NORTE,73,623,0,0
2016-12-10 12:44,1011,F A XALAPA ORIZABA,CENTRO SUR,XALAPA,33,168,0,0
2016-12-10 12:44,1014,F A SAN LUIS P SANTOS DEGOLLADO,NORTE,SAN LUIS POTOSI,3,450,0,0
2016-12-10 12:44,1016,F A VILLAHERMOSA FUENTE MAYA,SURESTE,VILLAHERMOSA,56,560,0,0
2016-12-10 12:44,1025,F A XALAPA AVILA CAMACHO,CENTRO SUR,XALAPA,23,545,0,0
2016-12-10 12:44,1031,F A PACHUCA INSURGENTES,BAJIO,PACHUCA,24,431,0,0
2016-12-10 12:44,105,F A PUEBLA SUR ANZURES,CENTRO SUR,PUEBLA SUR,16,865,0,0
2016-12-10 12:44,1054,F A COATZACOALCOS FLORES MAGON,SURESTE,VILLAHERMOSA,12,119,0,0
2016-12-10 12:44,1056,F A JALISCO ENCARNACION HIDALGO,NORTE,AGUASCALIENTES,129,766,0,0
2016-12-10 12:44,1058,F A AGUASCALIENTES AGOSTADERO,NORTE,AGUASCALIENTES,14,90,0,0
2016-12-10 12:44,1059,F A AGUASCALIENTES ALLENDE,NORTE,AGUASCALIENTES,3,108,0,0
2016-12-10 12:44,106,F A PUEBLA NORTE BOULEVARD NORTE,CENTRO SUR,PUEBLA NORTE,9,29,0,0
2016-12-10 12:44,1065,F A AGUASCALIENTES CANTERAS,NORTE,AGUASCALIENTES,43,230,0,0
2016-12-10 12:44,1067,F A AGUASCALIENTES CONSTITUCION,NORTE,AGUASCALIENTES,18,647,0,0
2016-12-10 12:44,1068,F A AGUASCALIENTES JUAREZ,NORTE,AGUASCALIENTES,10,60,0,0
