Fecha y Hora,suc_id,suc_nombre,region,plaza,No. De Movimientos,total,efectivo,tajeta1
2016-12-10 12:14,10,F A TUXTLA GTZ 5 DE MAYO,SURESTE,TUXTLA,18,191,0,0
2016-12-10 12:14,1000,F A SAN LUIS P INDUSTRIAS,NORTE,SAN LUIS POTOSI,43,1009,0,0
2016-12-10 12:14,1003,F A VILLAHERMOSA GUACAMAYOS,SURESTE,VILLAHERMOSA,66,353,0,0
2016-12-10 12:14,1004,F A VILLAHERMOSA RAMON MENDOZA,SURESTE,VILLAHERMOSA,84,535,0,0
2016-12-10 12:14,1006,F A AGUASCALIENTES SAN IGNACIO,NORTE,AGUASCALIENTES,18,357,0,0
2016-12-10 12:14,1008,F A PUEBLA NORTE XONACATEPEC,CENTRO SUR,PUEBLA NORTE,71,523,0,0
2016-12-10 12:14,1011,F A XALAPA ORIZABA,CENTRO SUR,XALAPA,33,168,0,0
2016-12-10 12:14,1014,F A SAN LUIS P SANTOS DEGOLLADO,NORTE,SAN LUIS POTOSI,3,450,0,0
2016-12-10 12:14,1016,F A VILLAHERMOSA FUENTE MAYA,SURESTE,VILLAHERMOSA,55,555,0,0
2016-12-10 12:14,1025,F A XALAPA AVILA CAMACHO,CENTRO SUR,XALAPA,22,429,0,0
2016-12-10 12:14,1031,F A PACHUCA INSURGENTES,BAJIO,PACHUCA,22,418,0,0
2016-12-10 12:14,105,F A PUEBLA SUR ANZURES,CENTRO SUR,PUEBLA SUR,14,815,0,0
2016-12-10 12:14,1054,F A COATZACOALCOS FLORES MAGON,SURESTE,VILLAHERMOSA,12,119,0,0
2016-12-10 12:14,1056,F A JALISCO ENCARNACION HIDALGO,NORTE,AGUASCALIENTES,127,751,0,0
2016-12-10 12:14,1058,F A AGUASCALIENTES AGOSTADERO,NORTE,AGUASCALIENTES,14,90,0,0
2016-12-10 12:14,1059,F A AGUASCALIENTES ALLENDE,NORTE,AGUASCALIENTES,2,8,0,0
2016-12-10 12:14,106,F A PUEBLA NORTE BOULEVARD NORTE,CENTRO SUR,PUEBLA NORTE,9,29,0,0
2016-12-10 12:14,1065,F A AGUASCALIENTES CANTERAS,NORTE,AGUASCALIENTES,42,227,0,0
2016-12-10 12:14,1067,F A AGUASCALIENTES CONSTITUCION,NORTE,AGUASCALIENTES,16,636,0,0
2016-12-10 12:14,1068,F A AGUASCALIENTES JUAREZ,NORTE,AGUASCALIENTES,7,36,0,0
2016-12-10 12:14,107,F A PUEBLA SUR ZARAGOZA,CENTRO SUR,PUEBLA SUR,18,169,0,0
2016-12-10 12:14,1071,F A AGUASCALIENTES MARISTA,NORTE,AGUASCALIENTES,67,295,0,0
2016-12-10 12:14,1072,F A AGUASCALIENTES MENDEL,NORTE,AGUASCALIENTES,13,72,0,0
2016-12-10 12:14,1073,F A AGUASCALIENTES MORELOS,NORTE,AGUASCALIENTES,108,414,0,0
2016-12-10 12:14,1075,F A AGUASCALIENTES PARIAN,NORTE,AGUASCALIENTES,13,153,0,0
2016-12-10 12:14,108,F A PUEBLA SUR CENTRO,CENTRO SUR,PUEBLA SUR,3,38,0,0
2016-12-10 12:14,1080,F A AGUASCALIENTES SAN NICOLAS,NORTE,AGUASCALIENTES,10,72,0,0
2016-12-10 12:14,1081,F A AGUASCALIENTES VILLASUNCION,NORTE,AGUASCALIENTES,79,589,0,0
2016-12-10 12:14,1086,F A JALISCO REGINA,NORTE,AGUASCALIENTES,5,331,0,0
2016-12-10 12:14,1087,F A JALISCO TEOCALTICHE,NORTE,AGUASCALIENTES,8,797,0,0
2016-12-10 12:14,1089,F A ZACATECAS LORETO,NORTE,AGUASCALIENTES,89,488,0,0
2016-12-10 12:14,109,F A PUEBLA NORTE XONACA,CENTRO SUR,PUEBLA NORTE,26,168,0,0
2016-12-10 12:14,1093,F A AGUASCALIENTES PABELLON,NORTE,AGUASCALIENTES,702,3723,0,0
2016-12-10 12:14,1094,F A AGUASCALIENTES RINCON,NORTE,AGUASCALIENTES,429,3258,0,0
2016-12-10 12:14,1095,F A LAGOS DE MORENO LAGOS,BAJIO,LEON,47,739,0,0
2016-12-10 12:14,1096,F A LAGOS DE MORENO CONSTITUYENTES,BAJIO,LEON,20,659,0,0
2016-12-10 12:14,11,F A TUXTLA GTZ 9A. NORTE,SURESTE,TUXTLA,53,274,0,0
2016-12-10 12:14,110,F A PUEBLA NORTE CHOLULA CENTRO,CENTRO SUR,PUEBLA NORTE,63,363,0,0
2016-12-10 12:14,1101,F A LEON MERCADO,BAJIO,LEON,6,39,0,0
2016-12-10 12:14,1106,F A TAPACHULA HOSPITAL,SURESTE,TAPACHULA,194,461,0,0
2016-12-10 12:14,1111,F A XALAPA COATEPEC JUAREZ,CENTRO SUR,XALAPA,27,178,0,0
2016-12-10 12:14,1112,F A SAN LUIS P MORELOS,NORTE,SAN LUIS POTOSI,1,50,0,0
2016-12-10 12:14,1117,F A XALAPA COATEPEC MERCADO,CENTRO SUR,XALAPA,96,629,0,0
2016-12-10 12:14,1118,F A TULA DE ALLENDE 5 DE MAYO,BAJIO,PACHUCA,29,298,0,0
2016-12-10 12:14,1119,F A IXTEPEC IXTEPEC F,SURESTE,TUXTLA,16,77,0,0
2016-12-10 12:14,1120,F A TUXTLA GTZ MOCTEZUMA,SURESTE,TUXTLA,10,45,0,0
2016-12-10 12:14,1125,F A TAPACHULA 5 DE FEBRERO,SURESTE,TAPACHULA,166,737,0,0
2016-12-10 12:14,1131,F A OAXACA DEL BOSQUE,CENTRO SUR,OAXACA,21,119,0,0
2016-12-10 12:14,1135,F A IRAPUATO TELEGRAFOS,BAJIO,IRAPUATO,87,1094,0,0
2016-12-10 12:14,1138,F A HUIMANGUILLO HUIMANGUILLO,SURESTE,VILLAHERMOSA,78,716,0,0
2016-12-10 12:14,1141,F A PUEBLA NORTE REFORMA,CENTRO SUR,PUEBLA NORTE,18,182,0,0
2016-12-10 12:14,1142,F A OAXACA DOLORES,CENTRO SUR,OAXACA,3,106,0,0
2016-12-10 12:14,1143,F A VERACRUZ TEHUANTEPEC,CENTRO SUR,VERACRUZ,18,80,0,0
